M [ 0 , <decl-spec> ] = GOTO 1
M [ 1474 , OP_OR ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LSQBRACKET <expr> DELIM_RSQBRACKET 
M [ 1474 , OP_ORASN ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LSQBRACKET <expr> DELIM_RSQBRACKET 
M [ 1474 , OP_SHL ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LSQBRACKET <expr> DELIM_RSQBRACKET 
M [ 1474 , OP_SHLASN ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LSQBRACKET <expr> DELIM_RSQBRACKET 
M [ 1474 , OP_SHR ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LSQBRACKET <expr> DELIM_RSQBRACKET 
M [ 1474 , OP_SHRASN ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LSQBRACKET <expr> DELIM_RSQBRACKET 
M [ 1474 , OP_SUB ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LSQBRACKET <expr> DELIM_RSQBRACKET 
M [ 1474 , OP_SUBASN ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LSQBRACKET <expr> DELIM_RSQBRACKET 
M [ 1474 , OP_XOR ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LSQBRACKET <expr> DELIM_RSQBRACKET 
M [ 1474 , OP_XORASN ] = REDUCE <postfix-expr> -> <postfix-expr> DELIM_LSQBRACKET <expr> DELIM_RSQBRACKET 
M [ 1475 , <cast-expr> ] = GOTO 1595
M [ 1475 , <constant> ] = GOTO 584
M [ 1475 , <num-const> ] = GOTO 592
M [ 1475 , <postfix-expr> ] = GOTO 593
M [ 1475 , <prim-expr> ] = GOTO 594
M [ 1475 , <unary-expr> ] = GOTO 964
M [ 1475 , <unary-op> ] = GOTO 598
M [ 1475 , CHAR_CONST ] = SHIFT 599
M [ 1475 , DELIM_LCURBRACE ] = SHIFT 1477
M [ 1475 , DELIM_LPAR ] = SHIFT 965
M [ 1475 , FLOAT_CONST ] = SHIFT 601
M [ 1475 , IDENTIFIER ] = SHIFT 602
M [ 1475 , INT_CONST ] = SHIFT 603
M [ 1475 , OP_ADD ] = SHIFT 135
M [ 1475 , OP_AND ] = SHIFT 136
M [ 1475 , OP_DEC ] = SHIFT 604
M [ 1475 , OP_INC ] = SHIFT 605
M [ 1475 , OP_LNOT ] = SHIFT 139
M [ 1475 , OP_MUL ] = SHIFT 140
M [ 1475 , OP_NOT ] = SHIFT 141
M [ 1475 , OP_SUB ] = SHIFT 142
M [ 1475 , STR_LITERAL ] = SHIFT 606
M [ 1475 , sizeof ] = SHIFT 607
M [ 1476 , DELIM_COLON ] = REDUCE <cast-expr> -> DELIM_LPAR <type-name> DELIM_RPAR <cast-expr> 
M [ 1476 , DELIM_COMMA ] = REDUCE <cast-expr> -> DELIM_LPAR <type-name> DELIM_RPAR <cast-expr> 
M [ 1476 , DELIM_QUESTION ] = REDUCE <cast-expr> -> DELIM_LPAR <type-name> DELIM_RPAR <cast-expr> 
M [ 1476 , OP_ADD ] = REDUCE <cast-expr> -> DELIM_LPAR <type-name> DELIM_RPAR <cast-expr> 
M [ 1476 , OP_AND ] = REDUCE <cast-expr> -> DELIM_LPAR <type-name> DELIM_RPAR <cast-expr> 
M [ 1476 , OP_DIV ] = REDUCE <cast-expr> -> DELIM_LPAR <type-name> DELIM_RPAR <cast-expr> 
M [ 1476 , OP_EQ ] = REDUCE <cast-expr> -> DELIM_LPAR <type-name> DELIM_RPAR <cast-expr> 
M [ 1476 , OP_GE ] = REDUCE <cast-expr> -> DELIM_LPAR <type-name> DELIM_RPAR <cast-expr> 
M [ 1476 , OP_GT ] = REDUCE <cast-expr> -> DELIM_LPAR <type-name> DELIM_RPAR <cast-expr> 
M [ 1476 , OP_LAND ] = REDUCE <cast-expr> -> DELIM_LPAR <type-name> DELIM_RPAR <cast-expr> 
M [ 1476 , OP_LE ] = REDUCE <cast-expr> -> DELIM_LPAR <type-name> DELIM_RPAR <cast-expr> 
M [ 1476 , OP_LOR ] = REDUCE <cast-expr> -> DELIM_LPAR <type-name> DELIM_RPAR <cast-expr> 
M [ 1476 , OP_LT ] = REDUCE <cast-expr> -> DELIM_LPAR <type-name> DELIM_RPAR <cast-expr> 
M [ 1476 , OP_MOD ] = REDUCE <cast-expr> -> DELIM_LPAR <type-name> DELIM_RPAR <cast-expr> 
M [ 1476 , OP_MUL ] = REDUCE <cast-expr> -> DELIM_LPAR <type-name> DELIM_RPAR <cast-expr> 
M [ 1476 , OP_NEQ ] = REDUCE <cast-expr> -> DELIM_LPAR <type-name> DELIM_RPAR <cast-expr> 
M [ 1476 , OP_OR ] = REDUCE <cast-expr> -> DELIM_LPAR <type-name> DELIM_RPAR <cast-expr> 
M [ 1476 , OP_SHL ] = REDUCE <cast-expr> -> DELIM_LPAR <type-name> DELIM_RPAR <cast-expr> 
M [ 1476 , OP_SHR ] = REDUCE <cast-expr> -> DELIM_LPAR <type-name> DELIM_RPAR <cast-expr> 
M [ 1476 , OP_SUB ] = REDUCE <cast-expr> -> DELIM_LPAR <type-name> DELIM_RPAR <cast-expr> 
M [ 1476 , OP_XOR ] = REDUCE <cast-expr> -> DELIM_LPAR <type-name> DELIM_RPAR <cast-expr> 
M [ 1477 , <additive-expr> ] = GOTO 412
M [ 1477 , <and-expr> ] = GOTO 413
M [ 1477 , <asn-expr> ] = GOTO 414
M [ 1477 , <cast-expr> ] = GOTO 415
M [ 1477 , <cond-expr> ] = GOTO 416
M [ 1477 , <constant> ] = GOTO 417
M [ 1477 , <designation> ] = GOTO 418
M [ 1477 , <designator-list> ] = GOTO 419
M [ 1477 , <designator> ] = GOTO 420
M [ 1477 , <eq-expr> ] = GOTO 421
M [ 1477 , <exc-or-expr> ] = GOTO 422
M [ 1477 , <inc-or-expr> ] = GOTO 423
M [ 1477 , <initializer-list> ] = GOTO 1596
M [ 1477 , <initializer> ] = GOTO 425
M [ 1477 , <land-expr> ] = GOTO 426
M [ 1477 , <lor-expr> ] = GOTO 427
M [ 1477 , <multiplicative-expr> ] = GOTO 428
M [ 1477 , <num-const> ] = GOTO 429
M [ 1477 , <postfix-expr> ] = GOTO 430
M [ 1477 , <prim-expr> ] = GOTO 431
M [ 1477 , <rel-expr> ] = GOTO 432
M [ 1477 , <shift-expr> ] = GOTO 433
M [ 1477 , <unary-expr> ] = GOTO 434
M [ 1477 , <unary-op> ] = GOTO 435
M [ 1477 , CHAR_CONST ] = SHIFT 436
M [ 1477 , DELIM_LCURBRACE ] = SHIFT 437
M [ 1477 , DELIM_LPAR ] = SHIFT 438
M [ 1477 , DELIM_LSQBRACKET ] = SHIFT 439
M [ 1477 , FLOAT_CONST ] = SHIFT 440
M [ 1477 , IDENTIFIER ] = SHIFT 441
M [ 1477 , INT_CONST ] = SHIFT 442
M [ 1477 , OP_ADD ] = SHIFT 135
M [ 1477 , OP_AND ] = SHIFT 136
M [ 1477 , OP_DEC ] = SHIFT 443
M [ 1477 , OP_DOT ] = SHIFT 444
M [ 1477 , OP_INC ] = SHIFT 445
M [ 1477 , OP_LNOT ] = SHIFT 139
M [ 1477 , OP_MUL ] = SHIFT 140
M [ 1477 , OP_NOT ] = SHIFT 141
M [ 1477 , OP_SUB ] = SHIFT 142
M [ 1477 , STR_LITERAL ] = SHIFT 446
M [ 1477 , sizeof ] = SHIFT 447
M [ 1478 , DELIM_LCURBRACE ] = SHIFT 1477
M [ 1479 , DELIM_COLON ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1479 , DELIM_COMMA ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1479 , DELIM_LCURBRACE ] = SHIFT 1477
M [ 1479 , DELIM_QUESTION ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1479 , OP_ADD ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1479 , OP_ADDASN ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1479 , OP_AND ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1479 , OP_ANDASN ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1479 , OP_ASN ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1479 , OP_DIV ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1479 , OP_DIVASN ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1479 , OP_EQ ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1479 , OP_GE ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1479 , OP_GT ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1479 , OP_LAND ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1479 , OP_LE ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1479 , OP_LOR ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1479 , OP_LT ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1479 , OP_MOD ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1479 , OP_MODASN ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1479 , OP_MUL ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1479 , OP_MULASN ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1479 , OP_NEQ ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1479 , OP_OR ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1479 , OP_ORASN ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1479 , OP_SHL ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1479 , OP_SHLASN ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1479 , OP_SHR ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1479 , OP_SHRASN ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1479 , OP_SUB ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1479 , OP_SUBASN ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1479 , OP_XOR ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1479 , OP_XORASN ] = REDUCE <unary-expr> -> sizeof DELIM_LPAR <type-name> DELIM_RPAR 
M [ 1480 , <additive-expr> ] = GOTO 299
M [ 1480 , <and-expr> ] = GOTO 300
M [ 1480 , <arg-expr-list> ] = GOTO 1597
M [ 1480 , <asn-expr> ] = GOTO 613
M [ 1480 , <cast-expr> ] = GOTO 302
M [ 1480 , <cond-expr> ] = GOTO 303
M [ 1480 , <constant> ] = GOTO 304
M [ 1480 , <eq-expr> ] = GOTO 306
M [ 1480 , <exc-or-expr> ] = GOTO 307
M [ 1480 , <inc-or-expr> ] = GOTO 309
M [ 1480 , <land-expr> ] = GOTO 310
M [ 1480 , <lor-expr> ] = GOTO 311
M [ 1480 , <multiplicative-expr> ] = GOTO 312
M [ 1480 , <num-const> ] = GOTO 313
M [ 1480 , <postfix-expr> ] = GOTO 314
M [ 1480 , <prim-expr> ] = GOTO 315
M [ 1480 , <rel-expr> ] = GOTO 316
M [ 1480 , <shift-expr> ] = GOTO 317
M [ 1480 , <unary-expr> ] = GOTO 324
M [ 1480 , <unary-op> ] = GOTO 325
M [ 1480 , CHAR_CONST ] = SHIFT 326
M [ 1480 , DELIM_LPAR ] = SHIFT 327
M [ 1480 , DELIM_RPAR ] = SHIFT 1598
M [ 1480 , FLOAT_CONST ] = SHIFT 328
M [ 1480 , IDENTIFIER ] = SHIFT 329
M [ 1480 , INT_CONST ] = SHIFT 330
M [ 1480 , OP_ADD ] = SHIFT 135
M [ 1480 , OP_AND ] = SHIFT 136
M [ 1480 , OP_DEC ] = SHIFT 331
M [ 1480 , OP_INC ] = SHIFT 332
M [ 1480 , OP_LNOT ] = SHIFT 139
M [ 1480 , OP_MUL ] = SHIFT 140
M [ 1480 , OP_NOT ] = SHIFT 141
M [ 1480 , OP_SUB ] = SHIFT 142
M [ 1480 , STR_LITERAL ] = SHIFT 333
M [ 1480 , sizeof ] = SHIFT 343
M [ 1481 , <additive-expr> ] = GOTO 615
M [ 1481 , <and-expr> ] = GOTO 616
M [ 1481 , <asn-expr> ] = GOTO 617
M [ 1481 , <cast-expr> ] = GOTO 618
M [ 1481 , <cond-expr> ] = GOTO 619
M [ 1481 , <constant> ] = GOTO 620
M [ 1481 , <eq-expr> ] = GOTO 621
M [ 1481 , <exc-or-expr> ] = GOTO 622
M [ 1481 , <expr> ] = GOTO 1599
M [ 1481 , <inc-or-expr> ] = GOTO 624
M [ 1481 , <land-expr> ] = GOTO 625
M [ 1481 , <lor-expr> ] = GOTO 626
M [ 1481 , <multiplicative-expr> ] = GOTO 627
M [ 1481 , <num-const> ] = GOTO 628
M [ 1481 , <postfix-expr> ] = GOTO 629
M [ 1481 , <prim-expr> ] = GOTO 630
M [ 1481 , <rel-expr> ] = GOTO 631
M [ 1481 , <shift-expr> ] = GOTO 632
M [ 1481 , <unary-expr> ] = GOTO 633
M [ 1481 , <unary-op> ] = GOTO 634
M [ 1481 , CHAR_CONST ] = SHIFT 635
M [ 1481 , DELIM_LPAR ] = SHIFT 636
M [ 1481 , FLOAT_CONST ] = SHIFT 637
M [ 1481 , IDENTIFIER ] = SHIFT 638
M [ 1481 , INT_CONST ] = SHIFT 639
M [ 1481 , OP_ADD ] = SHIFT 135
M [ 1481 , OP_AND ] = SHIFT 136
M [ 1481 , OP_DEC ] = SHIFT 640
M [ 1481 , OP_INC ] = SHIFT 641
M [ 1481 , OP_LNOT ] = SHIFT 139
M [ 1481 , OP_MUL ] = SHIFT 140
M [ 1481 , OP_NOT ] = SHIFT 141
M [ 1481 , OP_SUB ] = SHIFT 142
M [ 1481 , STR_LITERAL ] = SHIFT 642
M [ 1481 , sizeof ] = SHIFT 643
M [ 1482 , IDENTIFIER ] = SHIFT 1600
M [ 1483 , DELIM_COMMA ] = REDUCE <postfix-expr> -> <postfix-expr> OP_DEC 
M [ 1483 , DELIM_LPAR ] = REDUCE <postfix-expr> -> <postfix-expr> OP_DEC 
M [ 1483 , DELIM_LSQBRACKET ] = REDUCE <postfix-expr> -> <postfix-expr> OP_DEC 
M [ 1483 , DELIM_QUESTION ] = REDUCE <postfix-expr> -> <postfix-expr> OP_DEC 
M [ 1483 , DELIM_RSQBRACKET ] = REDUCE <postfix-expr> -> <postfix-expr> OP_DEC 
M [ 1483 , OP_ADD ] = REDUCE <postfix-expr> -> <postfix-expr> OP_DEC 
M [ 1483 , OP_AND ] = REDUCE <postfix-expr> -> <postfix-expr> OP_DEC 
M [ 1483 , OP_ARROW ] = REDUCE <postfix-expr> -> <postfix-expr> OP_DEC 
M [ 1483 , OP_DEC ] = REDUCE <postfix-expr> -> <postfix-expr> OP_DEC 
M [ 1483 , OP_DIV ] = REDUCE <postfix-expr> -> <postfix-expr> OP_DEC 
M [ 1483 , OP_DOT ] = REDUCE <postfix-expr> -> <postfix-expr> OP_DEC 
M [ 1483 , OP_EQ ] = REDUCE <postfix-expr> -> <postfix-expr> OP_DEC 
M [ 1483 , OP_GE ] = REDUCE <postfix-expr> -> <postfix-expr> OP_DEC 
M [ 1483 , OP_GT ] = REDUCE <postfix-expr> -> <postfix-expr> OP_DEC 
M [ 1483 , OP_INC ] = REDUCE <postfix-expr> -> <postfix-expr> OP_DEC 
M [ 1483 , OP_LAND ] = REDUCE <postfix-expr> -> <postfix-expr> OP_DEC 
M [ 1483 , OP_LE ] = REDUCE <postfix-expr> -> <postfix-expr> OP_DEC 
M [ 1483 , OP_LOR ] = REDUCE <postfix-expr> -> <postfix-expr> OP_DEC 
M [ 1483 , OP_LT ] = REDUCE <postfix-expr> -> <postfix-expr> OP_DEC 
M [ 1483 , OP_MOD ] = REDUCE <postfix-expr> -> <postfix-expr> OP_DEC 
M [ 1483 , OP_MUL ] = REDUCE <postfix-expr> -> <postfix-expr> OP_DEC 
M [ 1483 , OP_NEQ ] = REDUCE <postfix-expr> -> <postfix-expr> OP_DEC 
M [ 1483 , OP_OR ] = REDUCE <postfix-expr> -> <postfix-expr> OP_DEC 
M [ 1483 , OP_SHL ] = REDUCE <postfix-expr> -> <postfix-expr> OP_DEC 
M [ 1483 , OP_SHR ] = REDUCE <postfix-expr> -> <postfix-expr> OP_DEC 
M [ 1483 , OP_SUB ] = REDUCE <postfix-expr> -> <postfix-expr> OP_DEC 
M [ 1483 , OP_XOR ] = REDUCE <postfix-expr> -> <postfix-expr> OP_DEC 
M [ 1484 , IDENTIFIER ] = SHIFT 1601
M [ 1485 , DELIM_COMMA ] = REDUCE <postfix-expr> -> <postfix-expr> OP_INC 
M [ 1485 , DELIM_LPAR ] = REDUCE <postfix-expr> -> <postfix-expr> OP_INC 
M [ 1485 , DELIM_LSQBRACKET ] = REDUCE <postfix-expr> -> <postfix-expr> OP_INC 
M [ 1485 , DELIM_QUESTION ] = REDUCE <postfix-expr> -> <postfix-expr> OP_INC 
M [ 1485 , DELIM_RSQBRACKET ] = REDUCE <postfix-expr> -> <postfix-expr> OP_INC 
M [ 1485 , OP_ADD ] = REDUCE <postfix-expr> -> <postfix-expr> OP_INC 
M [ 1485 , OP_AND ] = REDUCE <postfix-expr> -> <postfix-expr> OP_INC 
M [ 1485 , OP_ARROW ] = REDUCE <postfix-expr> -> <postfix-expr> OP_INC 
M [ 1485 , OP_DEC ] = REDUCE <postfix-expr> -> <postfix-expr> OP_INC 
M [ 1485 , OP_DIV ] = REDUCE <postfix-expr> -> <postfix-expr> OP_INC 
M [ 1485 , OP_DOT ] = REDUCE <postfix-expr> -> <postfix-expr> OP_INC 
M [ 1485 , OP_EQ ] = REDUCE <postfix-expr> -> <postfix-expr> OP_INC 
M [ 1485 , OP_GE ] = REDUCE <postfix-expr> -> <postfix-expr> OP_INC 
M [ 1485 , OP_GT ] = REDUCE <postfix-expr> -> <postfix-expr> OP_INC 
M [ 1485 , OP_INC ] = REDUCE <postfix-expr> -> <postfix-expr> OP_INC 
M [ 1485 , OP_LAND ] = REDUCE <postfix-expr> -> <postfix-expr> OP_INC 
M [ 1485 , OP_LE ] = REDUCE <postfix-expr> -> <postfix-expr> OP_INC 
M [ 1485 , OP_LOR ] = REDUCE <postfix-expr> -> <postfix-expr> OP_INC 
M [ 1485 , OP_LT ] = REDUCE <postfix-expr> -> <postfix-expr> OP_INC 
M [ 1485 , OP_MOD ] = REDUCE <postfix-expr> -> <postfix-expr> OP_INC 
M [ 1485 , OP_MUL ] = REDUCE <postfix-expr> -> <postfix-expr> OP_INC 
M [ 1485 , OP_NEQ ] = REDUCE <postfix-expr> -> <postfix-expr> OP_INC 
M [ 1485 , OP_OR ] = REDUCE <postfix-expr> -> <postfix-expr> OP_INC 
M [ 1485 , OP_SHL ] = REDUCE <postfix-expr> -> <postfix-expr> OP_INC 
M [ 1485 , OP_SHR ] = REDUCE <postfix-expr> -> <postfix-expr> OP_INC 
M [ 1485 , OP_SUB ] = REDUCE <postfix-expr> -> <postfix-expr> OP_INC 
M [ 1485 , OP_XOR ] = REDUCE <postfix-expr> -> <postfix-expr> OP_INC 
M [ 1486 , DELIM_COMMA ] = REDUCE <unary-expr> -> <unary-op> <cast-expr> 
M [ 1486 , DELIM_QUESTION ] = REDUCE <unary-expr> -> <unary-op> <cast-expr> 
M [ 1486 , DELIM_RSQBRACKET ] = REDUCE <unary-expr> -> <unary-op> <cast-expr> 
M [ 1486 , OP_ADD ] = REDUCE <unary-expr> -> <unary-op> <cast-expr> 
M [ 1486 , OP_AND ] = REDUCE <unary-expr> -> <unary-op> <cast-expr> 
M [ 1486 , OP_DIV ] = REDUCE <unary-expr> -> <unary-op> <cast-expr> 
M [ 1486 , OP_EQ ] = REDUCE <unary-expr> -> <unary-op> <cast-expr> 
M [ 1486 , OP_GE ] = REDUCE <unary-expr> -> <unary-op> <cast-expr> 
M [ 1486 , OP_GT ] = REDUCE <unary-expr> -> <unary-op> <cast-expr> 
M [ 1486 , OP_LAND ] = REDUCE <unary-expr> -> <unary-op> <cast-expr> 
M [ 1486 , OP_LE ] = REDUCE <unary-expr> -> <unary-op> <cast-expr> 
M [ 1486 , OP_LOR ] = REDUCE <unary-expr> -> <unary-op> <cast-expr> 
M [ 1486 , OP_LT ] = REDUCE <unary-expr> -> <unary-op> <cast-expr> 
M [ 1486 , OP_MOD ] = REDUCE <unary-expr> -> <unary-op> <cast-expr> 
M [ 1486 , OP_MUL ] = REDUCE <unary-expr> -> <unary-op> <cast-expr> 
M [ 1486 , OP_NEQ ] = REDUCE <unary-expr> -> <unary-op> <cast-expr> 
M [ 1486 , OP_OR ] = REDUCE <unary-expr> -> <unary-op> <cast-expr> 
M [ 1486 , OP_SHL ] = REDUCE <unary-expr> -> <unary-op> <cast-expr> 
M [ 1486 , OP_SHR ] = REDUCE <unary-expr> -> <unary-op> <cast-expr> 
M [ 1486 , OP_SUB ] = REDUCE <unary-expr> -> <unary-op> <cast-expr> 
M [ 1486 , OP_XOR ] = REDUCE <unary-expr> -> <unary-op> <cast-expr> 
M [ 1487 , DELIM_COMMA ] = SHIFT 661
M [ 1487 , DELIM_RPAR ] = SHIFT 1602
M [ 1488 , DELIM_RPAR ] = SHIFT 1603
M [ 1489 , DELIM_COMMA ] = REDUCE <unary-expr> -> OP_DEC <unary-expr> 
M [ 1489 , DELIM_QUESTION ] = REDUCE <unary-expr> -> OP_DEC <unary-expr> 
M [ 1489 , DELIM_RSQBRACKET ] = REDUCE <unary-expr> -> OP_DEC <unary-expr> 
M [ 1489 , OP_ADD ] = REDUCE <unary-expr> -> OP_DEC <unary-expr> 
M [ 1489 , OP_AND ] = REDUCE <unary-expr> -> OP_DEC <unary-expr> 
M [ 1489 , OP_DIV ] = REDUCE <unary-expr> -> OP_DEC <unary-expr> 
M [ 1489 , OP_EQ ] = REDUCE <unary-expr> -> OP_DEC <unary-expr> 
M [ 1489 , OP_GE ] = REDUCE <unary-expr> -> OP_DEC <unary-expr> 
M [ 1489 , OP_GT ] = REDUCE <unary-expr> -> OP_DEC <unary-expr> 
M [ 1489 , OP_LAND ] = REDUCE <unary-expr> -> OP_DEC <unary-expr> 
M [ 1489 , OP_LE ] = REDUCE <unary-expr> -> OP_DEC <unary-expr> 
M [ 1489 , OP_LOR ] = REDUCE <unary-expr> -> OP_DEC <unary-expr> 
M [ 1489 , OP_LT ] = REDUCE <unary-expr> -> OP_DEC <unary-expr> 
M [ 1489 , OP_MOD ] = REDUCE <unary-expr> -> OP_DEC <unary-expr> 
M [ 1489 , OP_MUL ] = REDUCE <unary-expr> -> OP_DEC <unary-expr> 
M [ 1489 , OP_NEQ ] = REDUCE <unary-expr> -> OP_DEC <unary-expr> 
M [ 1489 , OP_OR ] = REDUCE <unary-expr> -> OP_DEC <unary-expr> 
M [ 1489 , OP_SHL ] = REDUCE <unary-expr> -> OP_DEC <unary-expr> 
M [ 1489 , OP_SHR ] = REDUCE <unary-expr> -> OP_DEC <unary-expr> 
M [ 1489 , OP_SUB ] = REDUCE <unary-expr> -> OP_DEC <unary-expr> 
M [ 1489 , OP_XOR ] = REDUCE <unary-expr> -> OP_DEC <unary-expr> 
M [ 1490 , <additive-expr> ] = GOTO 299
M [ 1490 , <and-expr> ] = GOTO 300
M [ 1490 , <asn-expr> ] = GOTO 301
M [ 1490 , <cast-expr> ] = GOTO 302
M [ 1490 , <cond-expr> ] = GOTO 303
M [ 1490 , <constant> ] = GOTO 304
M [ 1490 , <enum-spec> ] = GOTO 305
M [ 1490 , <eq-expr> ] = GOTO 306
M [ 1490 , <exc-or-expr> ] = GOTO 307
M [ 1490 , <expr> ] = GOTO 1487
M [ 1490 , <inc-or-expr> ] = GOTO 309
M [ 1490 , <land-expr> ] = GOTO 310
M [ 1490 , <lor-expr> ] = GOTO 311
M [ 1490 , <multiplicative-expr> ] = GOTO 312
M [ 1490 , <num-const> ] = GOTO 313
M [ 1490 , <postfix-expr> ] = GOTO 314
M [ 1490 , <prim-expr> ] = GOTO 315
M [ 1490 , <rel-expr> ] = GOTO 316
M [ 1490 , <shift-expr> ] = GOTO 317
M [ 1490 , <spec-qual-list> ] = GOTO 318
M [ 1490 , <struct-union-spec> ] = GOTO 319
M [ 1490 , <struct-union> ] = GOTO 320
M [ 1490 , <type-name> ] = GOTO 1604
M [ 1490 , <type-qual> ] = GOTO 322
M [ 1490 , <type-spec> ] = GOTO 323
M [ 1490 , <unary-expr> ] = GOTO 324
M [ 1490 , <unary-op> ] = GOTO 325
M [ 1490 , CHAR_CONST ] = SHIFT 326
M [ 1490 , DELIM_LPAR ] = SHIFT 327
M [ 1490 , FLOAT_CONST ] = SHIFT 328
M [ 1490 , IDENTIFIER ] = SHIFT 329
M [ 1490 , INT_CONST ] = SHIFT 330
M [ 1490 , OP_ADD ] = SHIFT 135
M [ 1490 , OP_AND ] = SHIFT 136
M [ 1490 , OP_DEC ] = SHIFT 331
M [ 1490 , OP_INC ] = SHIFT 332
M [ 1490 , OP_LNOT ] = SHIFT 139
M [ 1490 , OP_MUL ] = SHIFT 140
M [ 1490 , OP_NOT ] = SHIFT 141
M [ 1490 , OP_SUB ] = SHIFT 142
M [ 1490 , STR_LITERAL ] = SHIFT 333
M [ 1490 , char ] = SHIFT 334
M [ 1490 , const ] = SHIFT 335
M [ 1490 , double ] = SHIFT 336
M [ 1490 , enum ] = SHIFT 337
M [ 1490 , float ] = SHIFT 338
M [ 1490 , int ] = SHIFT 339
M [ 1490 , long ] = SHIFT 340
M [ 1490 , short ] = SHIFT 341
M [ 1490 , signed ] = SHIFT 342
M [ 1490 , sizeof ] = SHIFT 343
M [ 1490 , struct ] = SHIFT 21
M [ 1490 , unsigned ] = SHIFT 344
M [ 1490 , void ] = SHIFT 345
M [ 1491 , DELIM_COMMA ] = REDUCE <unary-expr> -> OP_INC <unary-expr> 
M [ 1491 , DELIM_QUESTION ] = REDUCE <unary-expr> -> OP_INC <unary-expr> 
M [ 1491 , DELIM_RSQBRACKET ] = REDUCE <unary-expr> -> OP_INC <unary-expr> 
M [ 1491 , OP_ADD ] = REDUCE <unary-expr> -> OP_INC <unary-expr> 
M [ 1491 , OP_AND ] = REDUCE <unary-expr> -> OP_INC <unary-expr> 
M [ 1491 , OP_DIV ] = REDUCE <unary-expr> -> OP_INC <unary-expr> 
M [ 1491 , OP_EQ ] = REDUCE <unary-expr> -> OP_INC <unary-expr> 
M [ 1491 , OP_GE ] = REDUCE <unary-expr> -> OP_INC <unary-expr> 
M [ 1491 , OP_GT ] = REDUCE <unary-expr> -> OP_INC <unary-expr> 
M [ 1491 , OP_LAND ] = REDUCE <unary-expr> -> OP_INC <unary-expr> 
